metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
browser_http_req_duration,1787039160,39.553000,,,,,,GET,http://localhost/Test_API/auth.html,http/1.1,ui,,200,,,http://localhost/Test_API/auth.html,resource_type=Document&from_service_worker=false&from_cache=false&from_prefetch_cache=false,
browser_data_received,1787039160,3165.000000,,,,,,GET,http://localhost/Test_API/auth.html,http/1.1,ui,,200,,,http://localhost/Test_API/auth.html,from_service_worker=false&from_prefetch_cache=false&from_cache=false&resource_type=Document,
browser_http_req_failed,1787039160,0.000000,,,,,,GET,http://localhost/Test_API/auth.html,http/1.1,ui,,200,,,http://localhost/Test_API/auth.html,resource_type=Document&from_prefetch_cache=false&from_service_worker=false&from_cache=false,
browser_web_vital_fcp,1787039162,1836.000000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=needs-improvement,
browser_web_vital_ttfb,1787039162,2.100000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=good,
browser_http_req_duration,1787039160,419.962000,,,,,,GET,http://localhost/Test_API/auth.html,http/1.1,ui,,200,,,http://localhost/Test_API/auth.html,resource_type=Document&from_cache=false&from_service_worker=false&from_prefetch_cache=false,
browser_data_received,1787039160,3165.000000,,,,,,GET,http://localhost/Test_API/auth.html,http/1.1,ui,,200,,,http://localhost/Test_API/auth.html,resource_type=Document&from_service_worker=false&from_prefetch_cache=false&from_cache=false,
browser_http_req_failed,1787039160,0.000000,,,,,,GET,http://localhost/Test_API/auth.html,http/1.1,ui,,200,,,http://localhost/Test_API/auth.html,resource_type=Document&from_cache=false&from_service_worker=false&from_prefetch_cache=false,
browser_web_vital_fcp,1787039162,1972.000000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=needs-improvement,
vus,1787039162,10.000000,,,,,,,,,,,,,,,,
vus_max,1787039162,10.000000,,,,,,,,,,,,,,,,
browser_web_vital_lcp,1787039162,1804.000000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=good,
browser_web_vital_lcp,1787039162,1972.000000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=good,
browser_web_vital_lcp,1787039162,1836.000000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=good,
checks,1787039162,1.000000,successful login,,,,,,,,ui,,,,,,,
checks,1787039162,1.000000,successful login,,,,,,,,ui,,,,,,,
checks,1787039162,1.000000,successful login,,,,,,,,ui,,,,,,,
browser_web_vital_cls,1787039162,0.000000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=good,
browser_web_vital_cls,1787039162,0.000000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=good,
browser_web_vital_cls,1787039162,0.000000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=good,
data_sent,1787039162,0.000000,,,,,,,,,ui,,,,,,,
data_received,1787039162,0.000000,,,,,,,,,ui,,,,,,,
iteration_duration,1787039162,4246.072800,,,,,,,,,ui,,,,,,,
iterations,1787039162,1.000000,,,,,,,,,ui,,,,,,,
data_sent,1787039162,0.000000,,,,,,,,,ui,,,,,,,
data_received,1787039162,0.000000,,,,,,,,,ui,,,,,,,
iteration_duration,1787039162,4282.421200,,,,,,,,,ui,,,,,,,
iterations,1787039162,1.000000,,,,,,,,,ui,,,,,,,
data_sent,1787039162,0.000000,,,,,,,,,ui,,,,,,,
data_received,1787039162,0.000000,,,,,,,,,ui,,,,,,,
iteration_duration,1787039162,4269.946500,,,,,,,,,ui,,,,,,,
iterations,1787039162,1.000000,,,,,,,,,ui,,,,,,,
vus,1787039163,10.000000,,,,,,,,,,,,,,,,
vus_max,1787039163,10.000000,,,,,,,,,,,,,,,,
browser_data_sent,1787039163,213.000000,,,,,,GET,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,resource_type=Document,
browser_web_vital_ttfb,1787039163,1.900000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=good,
browser_http_req_duration,1787039163,197.755000,,,,,,GET,http://localhost/Test_API/auth.html,http/1.1,ui,,200,,,http://localhost/Test_API/auth.html,from_service_worker=false&from_prefetch_cache=false&from_cache=false&resource_type=Document,
browser_data_received,1787039163,3165.000000,,,,,,GET,http://localhost/Test_API/auth.html,http/1.1,ui,,200,,,http://localhost/Test_API/auth.html,resource_type=Document&from_cache=false&from_service_worker=false&from_prefetch_cache=false,
browser_http_req_failed,1787039163,0.000000,,,,,,GET,http://localhost/Test_API/auth.html,http/1.1,ui,,200,,,http://localhost/Test_API/auth.html,from_service_worker=false&from_cache=false&from_prefetch_cache=false&resource_type=Document,
browser_web_vital_fcp,1787039163,348.000000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=good,
browser_web_vital_lcp,1787039164,348.000000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=good,
checks,1787039164,1.000000,successful login,,,,,,,,ui,,,,,,,
browser_web_vital_cls,1787039164,0.000000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=good,
data_sent,1787039164,0.000000,,,,,,,,,ui,,,,,,,
data_received,1787039164,0.000000,,,,,,,,,ui,,,,,,,
iteration_duration,1787039164,1179.718100,,,,,,,,,ui,,,,,,,
iterations,1787039164,1.000000,,,,,,,,,ui,,,,,,,
vus,1787039164,10.000000,,,,,,,,,,,,,,,,
vus_max,1787039164,10.000000,,,,,,,,,,,,,,,,
vus,1787039165,10.000000,,,,,,,,,,,,,,,,
vus_max,1787039165,10.000000,,,,,,,,,,,,,,,,
browser_data_sent,1787039165,213.000000,,,,,,GET,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,resource_type=Document,
browser_data_sent,1787039165,213.000000,,,,,,GET,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,resource_type=Document,
vus,1787039166,6.000000,,,,,,,,,,,,,,,,
vus_max,1787039166,10.000000,,,,,,,,,,,,,,,,
browser_web_vital_ttfb,1787039166,3.200000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=good,
browser_http_req_duration,1787039166,247.850000,,,,,,GET,http://localhost/Test_API/auth.html,http/1.1,ui,,200,,,http://localhost/Test_API/auth.html,resource_type=Document&from_cache=false&from_service_worker=false&from_prefetch_cache=false,
browser_data_received,1787039166,3165.000000,,,,,,GET,http://localhost/Test_API/auth.html,http/1.1,ui,,200,,,http://localhost/Test_API/auth.html,resource_type=Document&from_prefetch_cache=false&from_service_worker=false&from_cache=false,
browser_http_req_failed,1787039166,0.000000,,,,,,GET,http://localhost/Test_API/auth.html,http/1.1,ui,,200,,,http://localhost/Test_API/auth.html,resource_type=Document&from_service_worker=false&from_prefetch_cache=false&from_cache=false,
browser_web_vital_fcp,1787039166,596.000000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=good,
browser_web_vital_lcp,1787039166,596.000000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=good,
checks,1787039166,1.000000,successful login,,,,,,,,ui,,,,,,,
browser_web_vital_cls,1787039166,0.000000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=good,
data_sent,1787039166,0.000000,,,,,,,,,ui,,,,,,,
data_received,1787039166,0.000000,,,,,,,,,ui,,,,,,,
iteration_duration,1787039166,1475.550500,,,,,,,,,ui,,,,,,,
iterations,1787039166,1.000000,,,,,,,,,ui,,,,,,,
vus,1787039167,6.000000,,,,,,,,,,,,,,,,
vus_max,1787039167,10.000000,,,,,,,,,,,,,,,,
browser_data_sent,1787039168,213.000000,,,,,,GET,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,resource_type=Document,
vus,1787039168,6.000000,,,,,,,,,,,,,,,,
vus_max,1787039168,10.000000,,,,,,,,,,,,,,,,
browser_web_vital_ttfb,1787039168,266.400000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=good,
browser_http_req_duration,1787039168,266.918000,,,,,,GET,http://localhost/Test_API/auth.html,http/1.1,ui,,200,,,http://localhost/Test_API/auth.html,from_prefetch_cache=false&from_cache=false&resource_type=Document&from_service_worker=false,
browser_data_received,1787039168,3165.000000,,,,,,GET,http://localhost/Test_API/auth.html,http/1.1,ui,,200,,,http://localhost/Test_API/auth.html,from_service_worker=false&from_cache=false&resource_type=Document&from_prefetch_cache=false,
browser_http_req_failed,1787039168,0.000000,,,,,,GET,http://localhost/Test_API/auth.html,http/1.1,ui,,200,,,http://localhost/Test_API/auth.html,resource_type=Document&from_service_worker=false&from_prefetch_cache=false&from_cache=false,
browser_web_vital_fcp,1787039168,392.000000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=good,
browser_web_vital_ttfb,1787039168,2549.000000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=poor,
browser_http_req_duration,1787039168,2549.592000,,,,,,GET,http://localhost/Test_API/auth.html,http/1.1,ui,,200,,,http://localhost/Test_API/auth.html,from_service_worker=false&from_cache=false&from_prefetch_cache=false&resource_type=Document,
browser_data_received,1787039168,3165.000000,,,,,,GET,http://localhost/Test_API/auth.html,http/1.1,ui,,200,,,http://localhost/Test_API/auth.html,resource_type=Document&from_service_worker=false&from_prefetch_cache=false&from_cache=false,
browser_http_req_failed,1787039168,0.000000,,,,,,GET,http://localhost/Test_API/auth.html,http/1.1,ui,,200,,,http://localhost/Test_API/auth.html,from_prefetch_cache=false&from_cache=false&resource_type=Document&from_service_worker=false,
browser_web_vital_fcp,1787039168,2696.000000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=needs-improvement,
browser_web_vital_lcp,1787039168,2696.000000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=needs-improvement,
checks,1787039168,1.000000,successful login,,,,,,,,ui,,,,,,,
checks,1787039168,1.000000,successful login,,,,,,,,ui,,,,,,,
browser_web_vital_cls,1787039168,0.000000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=good,
browser_web_vital_lcp,1787039168,392.000000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=good,
data_sent,1787039169,0.000000,,,,,,,,,ui,,,,,,,
data_received,1787039169,0.000000,,,,,,,,,ui,,,,,,,
iteration_duration,1787039169,1966.556900,,,,,,,,,ui,,,,,,,
iterations,1787039169,1.000000,,,,,,,,,ui,,,,,,,
browser_web_vital_cls,1787039169,0.000000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=good,
data_sent,1787039169,0.000000,,,,,,,,,ui,,,,,,,
data_received,1787039169,0.000000,,,,,,,,,ui,,,,,,,
iteration_duration,1787039169,3681.204600,,,,,,,,,ui,,,,,,,
iterations,1787039169,1.000000,,,,,,,,,ui,,,,,,,
vus,1787039169,6.000000,,,,,,,,,,,,,,,,
vus_max,1787039169,10.000000,,,,,,,,,,,,,,,,
browser_data_sent,1787039169,213.000000,,,,,,GET,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,resource_type=Document,
browser_web_vital_ttfb,1787039169,3.500000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=good,
browser_http_req_duration,1787039169,4.284000,,,,,,GET,http://localhost/Test_API/auth.html,http/1.1,ui,,200,,,http://localhost/Test_API/auth.html,from_prefetch_cache=false&from_cache=false&resource_type=Document&from_service_worker=false,
browser_data_received,1787039169,3165.000000,,,,,,GET,http://localhost/Test_API/auth.html,http/1.1,ui,,200,,,http://localhost/Test_API/auth.html,resource_type=Document&from_cache=false&from_service_worker=false&from_prefetch_cache=false,
browser_http_req_failed,1787039169,0.000000,,,,,,GET,http://localhost/Test_API/auth.html,http/1.1,ui,,200,,,http://localhost/Test_API/auth.html,resource_type=Document&from_service_worker=false&from_prefetch_cache=false&from_cache=false,
browser_web_vital_fcp,1787039170,188.000000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=good,
browser_data_sent,1787039170,213.000000,,,,,,GET,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,resource_type=Document,
browser_web_vital_ttfb,1787039170,17.500000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=good,
browser_http_req_duration,1787039170,18.277000,,,,,,GET,http://localhost/Test_API/auth.html,http/1.1,ui,,200,,,http://localhost/Test_API/auth.html,resource_type=Document&from_service_worker=false&from_cache=false&from_prefetch_cache=false,
browser_data_received,1787039170,3165.000000,,,,,,GET,http://localhost/Test_API/auth.html,http/1.1,ui,,200,,,http://localhost/Test_API/auth.html,from_cache=false&resource_type=Document&from_service_worker=false&from_prefetch_cache=false,
browser_http_req_failed,1787039170,0.000000,,,,,,GET,http://localhost/Test_API/auth.html,http/1.1,ui,,200,,,http://localhost/Test_API/auth.html,resource_type=Document&from_prefetch_cache=false&from_cache=false&from_service_worker=false,
browser_data_sent,1787039170,213.000000,,,,,,GET,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,resource_type=Document,
browser_web_vital_lcp,1787039170,188.000000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=good,
vus,1787039170,6.000000,,,,,,,,,,,,,,,,
vus_max,1787039170,10.000000,,,,,,,,,,,,,,,,
browser_web_vital_fcp,1787039170,180.000000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=good,
checks,1787039170,1.000000,successful login,,,,,,,,ui,,,,,,,
browser_web_vital_lcp,1787039170,180.000000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=good,
browser_web_vital_cls,1787039170,0.000000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=good,
data_sent,1787039170,0.000000,,,,,,,,,ui,,,,,,,
data_received,1787039170,0.000000,,,,,,,,,ui,,,,,,,
iteration_duration,1787039170,2153.259500,,,,,,,,,ui,,,,,,,
iterations,1787039170,1.000000,,,,,,,,,ui,,,,,,,
checks,1787039170,1.000000,successful login,,,,,,,,ui,,,,,,,
browser_web_vital_cls,1787039170,0.000000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=good,
data_sent,1787039170,0.000000,,,,,,,,,ui,,,,,,,
data_received,1787039170,0.000000,,,,,,,,,ui,,,,,,,
iteration_duration,1787039170,1328.802500,,,,,,,,,ui,,,,,,,
iterations,1787039170,1.000000,,,,,,,,,ui,,,,,,,
vus,1787039171,5.000000,,,,,,,,,,,,,,,,
vus_max,1787039171,10.000000,,,,,,,,,,,,,,,,
browser_web_vital_ttfb,1787039171,1386.000000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=needs-improvement,
browser_http_req_duration,1787039171,1386.903000,,,,,,GET,http://localhost/Test_API/auth.html,http/1.1,ui,,200,,,http://localhost/Test_API/auth.html,resource_type=Document&from_service_worker=false&from_prefetch_cache=false&from_cache=false,
browser_data_received,1787039171,3165.000000,,,,,,GET,http://localhost/Test_API/auth.html,http/1.1,ui,,200,,,http://localhost/Test_API/auth.html,resource_type=Document&from_service_worker=false&from_prefetch_cache=false&from_cache=false,
browser_http_req_failed,1787039171,0.000000,,,,,,GET,http://localhost/Test_API/auth.html,http/1.1,ui,,200,,,http://localhost/Test_API/auth.html,from_service_worker=false&from_prefetch_cache=false&from_cache=false&resource_type=Document,
browser_web_vital_fcp,1787039171,1616.000000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=good,
browser_web_vital_lcp,1787039171,1616.000000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=good,
checks,1787039171,1.000000,successful login,,,,,,,,ui,,,,,,,
browser_web_vital_cls,1787039172,0.000000,,,,,,,http://localhost/Test_API/auth.html,,ui,,,,,http://localhost/Test_API/auth.html,rating=good,
data_sent,1787039172,0.000000,,,,,,,,,ui,,,,,,,
data_received,1787039172,0.000000,,,,,,,,,ui,,,,,,,
iteration_duration,1787039172,2280.377600,,,,,,,,,ui,,,,,,,
iterations,1787039172,1.000000,,,,,,,,,ui,,,,,,,
vus,1787039172,2.000000,,,,,,,,,,,,,,,,
vus_max,1787039172,10.000000,,,,,,,,,,,,,,,,
vus,1787039173,1.000000,,,,,,,,,,,,,,,,
vus_max,1787039173,10.000000,,,,,,,,,,,,,,,,
